archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,10220,10220,1,0,6643,0,0
Regular,1,6131,6131,1,0,3985,0,0
Boost-Focused,1,4339,4339,0,1,4435,0,0
