archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,10,11439,9577,10,0,74351,2,1
Regular,10,17178,18101,5,5,143971,5,1
Hardcore,10,21361,21116,1,9,206017,2,0
Hoarder,10,15052,15692,9,1,100951,45,0
"Early Locker",10,16003,13877,10,0,104016,5,0
"Late Deployer",10,17248,16837,3,7,153173,20,0
Boost-Focused,10,18703,18181,0,10,187592,1,0
Star-Focused,10,23252,23061,10,0,151137,24,0
"Aggressive Sigil User",10,15799,14417,4,6,132865,10,1
"Mostly Idle",10,12504,10840,10,0,81275,9,0
