archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,20,2811,2641,20,0,36535,0,1
Regular,20,3853,3991,13,7,60312,0,6
Hardcore,20,6298,6344,0,20,127289,1,0
Hoarder,20,3857,3590,19,1,51679,0,4
"Early Locker",20,3519,3283,20,0,45748,0,0
"Late Deployer",20,3379,3424,4,16,63939,2,0
Boost-Focused,20,5994,5963,2,18,116614,1,2
Star-Focused,20,4078,3954,18,2,55893,0,1
"Aggressive Sigil User",20,5004,5078,5,15,93098,4,1
"Mostly Idle",20,2551,2413,20,0,33158,0,0
