archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,20,2646,2430,19,1,35266,0,2
Regular,20,3619,3605,13,7,56956,1,4
Hardcore,20,6503,6246,1,19,126797,0,0
Hoarder,20,3990,3342,20,0,51863,0,3
"Early Locker",20,3324,3394,20,0,43205,0,0
"Late Deployer",20,3362,3326,4,16,63289,1,0
Boost-Focused,20,5863,5872,2,18,114233,0,2
Star-Focused,20,4097,4100,18,2,56209,0,1
"Aggressive Sigil User",20,4972,4969,5,15,91865,0,2
"Mostly Idle",20,2210,1988,20,0,28726,0,0
