archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,10199,10199,1,0,6629,0,0
Regular,1,5988,5988,1,0,3892,0,0
Boost-Focused,1,4142,4142,0,1,4238,0,0
