archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,1,1952,1952,1,0,1268,0,0
Hoarder,1,16293,16293,1,0,10590,3,0
"Mostly Idle",1,1877,1877,1,0,1220,0,0
