archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,10225,10225,1,0,6646,0,0
Regular,1,6027,6027,1,0,3917,0,0
Boost-Focused,1,4155,4155,0,1,4251,0,0
