archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,1,4144,4144,1,0,2693,0,0
"Early Locker",1,2333,2333,1,0,1516,0,0
"Late Deployer",1,10803,10803,1,0,7021,0,0
