archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,1,1740,1740,1,0,1131,0,0
Hoarder,1,14782,14782,1,0,9608,3,0
"Mostly Idle",1,2813,2813,1,0,1828,0,0
