archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,6059,6059,1,0,3938,0,0
Regular,1,10907,10907,1,0,7089,0,0
Star-Focused,1,26216,26216,1,0,17040,3,1
