archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,83,83,0,1,170,0,0
Regular,1,2098,2098,1,0,1363,0,0
Boost-Focused,1,217,217,0,1,333,0,0
