archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,90,90,0,1,177,0,0
Regular,1,2098,2098,1,0,1363,0,0
Boost-Focused,1,236,236,0,1,352,0,0
