archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,2,3057,1024,2,0,3974,0,0
Regular,2,663,147,1,1,970,0,0
"Late Deployer",2,1344,636,2,0,1746,0,0
Star-Focused,2,1143,169,2,0,1485,0,1
