archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,1,5054,5054,1,0,3285,0,0
Hoarder,1,2218,2218,1,0,1441,0,0
"Mostly Idle",1,660,660,1,0,429,0,0
