archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,1304,1304,1,0,847,0,0
Regular,1,3400,3400,1,0,2210,0,1
Star-Focused,1,1848,1848,1,0,1201,0,0
