archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,2,3051,3046,2,0,3965,0,0
Hardcore,2,1210,1210,2,0,1573,0,0
Hoarder,2,1893,1023,2,0,2460,0,0
"Mostly Idle",2,559,362,2,0,727,0,0
