archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,1,3072,3072,1,0,1996,0,0
"Early Locker",1,623,623,1,0,404,0,0
"Late Deployer",1,620,620,1,0,403,0,0
