archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,2,1097,1036,2,0,1425,0,0
Regular,2,2656,2137,2,0,3452,0,0
Hardcore,2,838,455,2,0,1088,0,0
Boost-Focused,2,811,394,2,0,1054,0,0
