player_id,archetype,seasons_entered,seasons_skipped,avg_rejoin_delay,cumulative_global_stars,cumulative_participation_bonus,cumulative_placement_bonus,lock_in_count,natural_expiry_count,avg_final_rank
1,Regular,1,3,0,705,0,0,1,0,1
2,Regular,2,2,2,2099,0,0,2,0,3
3,Hardcore,2,2,2,2405,56,40,1,1,2.5
4,Hardcore,2,2,2,6298,56,0,1,1,2.5
5,Hoarder,1,3,0,831,0,0,1,0,2
6,Hoarder,2,2,1,3029,0,0,2,0,1.5
7,"Mostly Idle",1,3,0,815,0,0,1,0,4
8,"Mostly Idle",2,2,0,1836,0,0,2,0,3
