archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,5,3269,2803,5,0,10623,0,1
Regular,5,3991,3946,4,1,14372,0,2
Hardcore,5,5991,5733,2,3,25643,0,0
Hoarder,5,4031,4202,1,4,19299,0,0
"Early Locker",5,3631,3513,5,0,11801,0,0
"Late Deployer",5,3743,3264,2,3,15713,1,0
Boost-Focused,5,5591,5533,4,1,20110,0,0
Star-Focused,5,3778,3660,5,0,12278,0,1
"Aggressive Sigil User",5,4759,4905,4,1,17196,0,0
"Mostly Idle",5,1890,1775,5,0,6141,0,0
