archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,258,258,1,0,167,0,0
Regular,1,279,279,1,0,181,0,0
Hardcore,1,74,74,0,1,130,0,0
Hoarder,1,2075,2075,1,0,1348,0,0
"Early Locker",1,323,323,1,0,209,0,0
"Late Deployer",1,2122,2122,1,0,1379,0,0
Boost-Focused,1,66,66,1,0,42,0,1
Star-Focused,1,2785,2785,1,0,1810,0,0
"Aggressive Sigil User",1,140,140,1,0,91,0,0
"Mostly Idle",1,255,255,1,0,165,0,0
