archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,87487,87487,1,0,56866,3,0
Regular,1,172936,172936,0,1,173052,12,0
Boost-Focused,1,248026,248026,0,1,248182,1,0
