archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,102932,102932,0,1,103028,1,0
Regular,1,173999,173999,0,1,174115,2,0
Star-Focused,1,199170,199170,0,1,199326,7,0
