archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,84121,84121,1,0,54678,3,0
Regular,1,165627,165627,0,1,165743,12,0
Boost-Focused,1,237756,237756,0,1,237912,1,0
