archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,10197,10197,1,0,6628,0,0
Regular,1,5986,5986,1,0,3890,0,0
Boost-Focused,1,4138,4138,0,1,4234,0,0
