archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,5,5462,4613,5,0,17749,0,0
Regular,5,10344,7645,5,0,33619,0,1
Hardcore,5,14349,12326,2,3,58634,0,0
Hoarder,5,9146,8472,5,0,29724,0,0
"Early Locker",5,4998,4938,5,0,16241,0,0
"Late Deployer",5,8372,7476,3,2,31721,0,0
Boost-Focused,5,11767,11336,2,3,50030,1,1
Star-Focused,5,10206,10354,5,0,33168,1,0
"Aggressive Sigil User",5,10570,9924,4,1,37757,0,0
"Mostly Idle",5,3187,3053,5,0,10356,0,0
