archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,5,5441,3779,5,0,17683,0,0
Regular,5,8317,6935,5,0,27028,0,1
Hardcore,5,10548,10575,0,5,53024,0,0
Hoarder,5,6959,7574,5,0,22617,1,0
"Early Locker",5,4904,5153,5,0,15937,0,0
"Late Deployer",5,7988,5715,2,3,31933,0,0
Boost-Focused,5,9770,10023,2,3,41918,0,2
Star-Focused,5,10033,9301,5,0,32605,0,0
"Aggressive Sigil User",5,12763,11404,5,0,41479,0,0
"Mostly Idle",5,3867,3727,5,0,12568,0,0
