archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,20,5509,5124,20,0,71608,0,0
Regular,20,6887,6614,20,0,89529,0,0
Hardcore,20,9659,9538,3,17,183316,0,0
Hoarder,20,10901,10364,20,0,141708,6,0
"Early Locker",20,5769,5187,20,0,74998,0,0
"Late Deployer",20,9959,10499,14,6,140918,1,0
Boost-Focused,20,9492,9537,3,17,181200,1,3
Star-Focused,20,11819,11992,19,1,155494,8,0
"Aggressive Sigil User",20,13246,12253,19,1,175153,1,0
"Mostly Idle",20,5188,4862,20,0,67446,0,0
