archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,5,5959,5949,5,0,19366,0,0
Regular,5,7987,7526,5,0,25958,0,0
Hardcore,5,12710,11397,1,4,57298,0,0
Hoarder,5,8507,7971,5,0,27648,0,0
"Early Locker",5,7876,5806,5,0,25597,0,0
"Late Deployer",5,8709,5891,2,3,34570,0,0
Boost-Focused,5,10400,10645,0,5,52284,0,0
Star-Focused,5,9877,10922,5,0,32099,1,0
"Aggressive Sigil User",5,8958,8237,5,0,29112,0,0
"Mostly Idle",5,7484,7439,5,0,24323,0,0
