archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,4861,4861,1,0,3159,0,0
Regular,1,7227,7227,0,1,7343,0,0
Boost-Focused,1,9968,9968,0,1,10124,0,0
