archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,1,10461,10461,1,0,6799,0,0
Hoarder,1,3294,3294,1,0,2141,0,0
"Mostly Idle",1,2059,2059,1,0,1338,0,0
