archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,108773,108773,0,1,108869,1,0
Regular,1,183903,183903,0,1,184019,2,0
Star-Focused,1,210856,210856,0,1,211012,7,0
