archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,1,178974,178974,1,0,116333,1,1
"Early Locker",1,204684,204684,1,0,133044,7,0
"Late Deployer",1,120560,120560,0,1,120656,2,0
