archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,5693,5693,1,0,3700,0,0
Regular,1,10132,10132,1,0,6585,0,0
Star-Focused,1,25153,25153,1,0,16349,3,1
