archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,1,1613,1613,1,0,1048,0,0
Hoarder,1,14728,14728,1,0,9573,3,0
"Mostly Idle",1,2752,2752,1,0,1788,0,0
