archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,4860,4860,1,0,3159,0,0
Regular,1,7226,7226,0,1,7342,0,0
Boost-Focused,1,9967,9967,0,1,10123,0,0
