archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,1307,1307,1,0,849,0,0
Regular,1,3449,3449,1,0,2241,0,1
Star-Focused,1,2002,2002,1,0,1301,0,0
