archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,1,141,141,0,1,228,0,0
Regular,1,2099,2099,1,0,1364,0,0
Boost-Focused,1,253,253,0,1,369,0,0
