archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,2,144,127,2,0,186,0,0
Hardcore,2,257,257,0,2,711,0,0
Hoarder,2,171,148,1,1,343,0,0
"Mostly Idle",2,39,4,1,1,77,0,0
