archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,1,4223,4223,1,0,2744,0,0
"Early Locker",1,2383,2383,1,0,1548,0,0
"Late Deployer",1,10851,10851,1,0,7053,0,0
