archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,20,1306,1004,20,0,16978,0,0
Regular,20,1521,1262,20,0,19768,0,0
Hardcore,20,647,282,14,6,8828,0,0
Hoarder,20,2836,2757,20,0,36860,0,0
"Early Locker",20,965,1008,20,0,12536,0,0
"Late Deployer",20,887,758,16,4,11780,0,0
Boost-Focused,20,347,118,11,9,5111,0,0
Star-Focused,20,2727,2366,20,0,35445,0,0
"Aggressive Sigil User",20,1000,416,18,2,13133,0,1
"Mostly Idle",20,1054,801,20,0,13696,0,0
