archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,5,1117,1010,5,0,3628,0,0
Regular,5,472,310,5,0,1531,0,0
Hardcore,5,418,302,4,1,1435,0,0
Hoarder,5,2506,2122,5,0,8144,0,0
"Early Locker",5,1243,959,5,0,4040,0,0
"Late Deployer",5,1176,1013,4,1,3887,0,0
Boost-Focused,5,293,54,2,3,1173,0,0
Star-Focused,5,1552,1575,5,0,5044,0,0
"Aggressive Sigil User",5,1919,2025,5,0,6237,0,0
"Mostly Idle",5,1472,1300,5,0,4784,0,0
