archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,5,966,1056,5,0,3140,0,0
Regular,5,1303,1163,5,0,4233,0,0
Hardcore,5,2941,1344,5,0,9556,0,0
Hoarder,5,2505,2517,5,0,8141,0,0
"Early Locker",5,1174,1020,5,0,3816,0,0
"Late Deployer",5,918,619,4,1,3049,0,0
Boost-Focused,5,351,280,3,2,1288,0,0
Star-Focused,5,2435,2524,5,0,7913,0,0
"Aggressive Sigil User",5,1134,477,3,2,3829,0,0
"Mostly Idle",5,1423,1752,5,0,4622,0,0
