archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,1,4113,4113,1,0,2673,0,0
"Early Locker",1,2323,2323,1,0,1509,0,0
"Late Deployer",1,10758,10758,1,0,6992,0,0
