archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,5,2714,2509,3,2,10681,0,0
Regular,5,4085,3905,4,1,14698,0,0
Hardcore,5,5732,5760,0,5,29040,1,0
Hoarder,5,4087,4128,5,0,13283,0,2
"Early Locker",5,3688,3049,5,0,11985,0,0
"Late Deployer",5,3383,3270,2,3,14591,0,0
Boost-Focused,5,5505,5466,1,4,25784,0,1
Star-Focused,5,4450,4758,5,0,14462,0,0
"Aggressive Sigil User",5,4916,4959,1,4,23135,0,0
"Mostly Idle",5,2403,2417,5,0,7810,0,0
