archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Casual,5,2702,3090,5,0,8780,0,0
Regular,5,4073,4158,3,2,16201,0,2
Hardcore,5,6139,6021,1,4,28697,0,0
Hoarder,5,4177,4492,3,2,16908,0,0
"Early Locker",5,3450,3856,5,0,11212,0,0
"Late Deployer",5,3763,3745,2,3,16110,0,0
Boost-Focused,5,5604,5645,1,4,26321,0,1
Star-Focused,5,4123,3763,5,0,13398,0,1
"Aggressive Sigil User",5,4888,5100,2,3,21394,0,0
"Mostly Idle",5,2218,2168,5,0,7206,0,0
