archetype,players,avg_final_score,median_final_score,lock_in_count,natural_expiry_count,global_stars_gained,t6_total_acquired,blackout_conversions
Regular,1,87496,87496,1,0,56872,0,0
Hoarder,1,96622,96622,1,0,62804,3,0
"Mostly Idle",1,10633,10633,1,0,6911,0,0
